ID;telephone;"phone
-RAI";website;Spalte1;Spalte2;Consultant comments;email_1;"service
sector";company_name;"service
NACEcode";city;"service
details";number_of_empl;annual_turnover;contact_pers_name;contact_pers_title;gender_manager;address;"consultant
contract
country";init.;country;;;;;
DE054808W;+49 7128 2636;;;;;;;DST;HACK REIFENHANDEL GMBH;4532;SONNENBUEHL;;;;Gerd;;M;;DE_C3;RW;DE;;;;;
DE064924W;+49 7127 9721610;;;;;;;CON;OOSTERDYK GMBH;4330;REUTLINGEN;;;;Andreas;;M;;DE_C3;RW;DE;;;;;
DE060668W;+49 7127 93780;;;;;;;PST;LINITEC DIPL. ING. (FH) IRMENGARD SCHOENEBERG E.K.;7022;NECKARTAILFINGEN;;;;Manfred;;M;SIEBENBUERGENSTR. 12;DE_C3;RW;DE;;;;;
DE054528W;+49 7123 96650;;;;;;;DST;GUENTHER GODELMANN;4641;METZINGEN;;;;Hans-Joachim;;M;STUTTGARTER STR. 45;DE_C3;RW;DE;;;;;
DE059449F;+49 7121 96830;;;;;;info@kmu-loft.de;PST;KMU LOFT CLEANWATER GMBH;7112;;Primarily engaged in providing concept, procedure, consultation, engineering as well as manufacturing and trade services within the equipment construction range and environmental technology [source: Bureau van Dijk];;;;;M;;DE_C3;RW;DE;;;;;
DE071882F;+49 7121 96650;;;;;;info@tisoware.com;ICT;TISOWARE GESELLSCHAFT FUER ZEITWIRTSCHAFT MBH;6201;;Engaged in the provision of computer programming services [source: Bureau van Dijk];;;;;M;;DE_C3;RW;DE;;;;;
DE062733W;+49 7121 940912;;;;;;;DST;MIETWERKSTATT ZEKIDIS AUTO AN- UND VERKAUF E.K. FANI STAVRANGELOU;4520;REUTLINGEN;;;;Fani;;F;;DE_C3;RW;DE;;;;;
DE065649W;+49 7121 92030;;;;;;dieter.lesmeister@t-online.de;PST;PECUNIA VERWALTUNGS- UND BETRIEBSGESELLSCHAFT MBH;7022;REUTLINGEN;;;;Dieter;;M;;DE_C3;RW;DE;;;;;
DE056485W;+49 7121 910264;;www.hwmotec.com;;;;info@hwmotec.com;DST;HW MOTEC GMBH;4615;REUTLINGEN;;;;Robert;;M;;DE_C3;RW;DE;;;;;
DE061782W;+49 7121 7064690;;www.mastermartini.com;;;;info.de@unigra.com;DST;MASTER MARTINI DEUTSCHLAND GMBH;4617;PFULLINGEN;;;;Andrea;;M;;DE_C3;RW;DE;;;;;
DE045181F;+49 7121 6287160;;;;;;info@beewatec.de;DST;BEEWATEC AG;4669;;Engaged in the production of pipes and pipe systems [source: Bureau van Dijk];;;;;M;;DE_C3;RW;DE;;;;;
DE070425W;+49 7121 610103;;www.starsandstripes.de;;;;kastori@starsandstripes.de;DST;STARS AND STRIPES HANDELSGESELLSCHAFT MBH IMPORT/EXPORT;4641;KIRCHENTELLINSFURT;;;;Robert;;M;JOHANNESSTR. 20;DE_C3;RW;DE;;;;;
DE054862W;+49 7121 6034270;;;;;;info@haiccom.de;DST;HAICCOM INTERNATIONAL GMBH;4618;KIRCHENTELLINSFURT;;;;Christine;;F;;DE_C3;RW;DE;;;;;
DE069995W;+49 7121 4348820;;www.solarswiss.de;;;;info@solarswiss.de;DST;SOLAR SWISS GMBH;4652;REUTLINGEN;;;;Wjatscheslaw;;M;;DE_C3;RW;DE;;;;;
DE068137W;+49 7121 4348820;;www.rwv-wohnungsverwaltung.de;;;;;DST;RWV GMBH;4614;REUTLINGEN;;;;Wjatscheslaw;;M;;DE_C3;RW;DE;;;;;
DE074327F;+49 7121 37400;;;;;;kind@wilhelmkind.com;DST;WILHELM KIND GMBH;4690;;Engaged in the production and wholesale distribution of a range of cylindrical spirally wrapped paper tubes for chemical filament [source: Bureau van Dijk];;;;;M;;DE_C3;RW;DE;;;;;
DE041194W;+49 7121 3480;;www.21torr.com;;;;hello@21torr.com;ICT;21TORR GMBH;6201;REUTLINGEN;;;;Reiner;;M;HEINESTR. 72;DE_C3;RW;DE;;;;;
DE042750W;+49 7121 284770;;www.alsar-metals.tradegermany.de;;;;;DST;ALSAR METALS GMBH;4615;REUTLINGEN;;;;Alexander;;M;;DE_C3;RW;DE;;;;;
DE059618W;+49 7121 2020500;;;;;;;DST;KONTIGA DATA VERTRIEBS GMBH;4643;REUTLINGEN;;;;Stefan;;M;;DE_C3;RW;DE;;;;;
DE063371F;+49 7119 4958 0;;;;;;investor.relations@fja.com;PST;MSG LIFE AG;7022;;FJA is one of the leading software and consulting firms for the financial services sector, with a special focus on insurance.;;;;;M;;DE_C3;RW;DE;;;;;
DE073515W;+49 711 99522792;;www.voccus.de;;;;info@voccus.de;PST;VOCCUS GMBH;7022;STUTTGART;;;;Daniel;;M;;DE_C3;RW;DE;;;;;
DE052481W;+49 711 990030;;www.bobforstner.com;;;;kontakt@bobforstner.com;DST;FORSTNER AUTOMOBILE GESELLSCHAFT MIT BESCHRAENKTER HAFTUNG;4510;STUTTGART;;;;Robert;;M;DREIFELDERSTR. 2 + 8;DE_C3;RW;DE;;;;;
DE064834E;+49 711 95739;;;;;;info.fellbach@omexom.com;CON;OMEXOM GA SUED GMBH;4222;;Engaged in the provision of construction and engineering services for the energy sector in Germany and internationally [source: Bureau van Dijk];773;;;;M;;DE_C3;RW;DE;;;;;
DE069129F;+49 711 95325 0;;;;;;info-de@selecta-one.com;DST;SELECTA KLEMM GMBH & CO. KG;4622;;Engaged in the wholesale distribution of flowers and florists supplies [source: Bureau van Dijk];;;;;F;;DE_C3;RW;DE;;;;;
DE063372F;+49 711 949587000;;;;;;info@msg-life.com;ICT;MSG LIFE CENTRAL EUROPE GMBH;6203;;Engaged in the provision of computer systems design and other related services [source: Bureau van Dijk];;;;;M;;DE_C3;RW;DE;;;;;
DE062831F;+49 711 94910;;;;;;info@minol.com;DST;MINOL MESSTECHNIK W. LEHMANN GMBH & CO. KG;4674;;Engaged in the manufacture and wholesale of heating-cost sharing devices [source: Bureau van Dijk];;;;;F;;DE_C3;RW;DE;;;;;
DE065413E;+49 711 94768 0;;;;;;info@panini.de;DST;PANINI VERLAGS GMBH;4649;;Engaged in the magazine publishing business [source: Bureau van Dijk];70;;;;M;;DE_C3;RW;DE;;;;;
DE061040W;+49 711 94560820;;www.lumon.de;;;;kontakt@lumon.de;DST;LUMON DEUTSCHLAND GMBH;4674;LEINFELDEN-ECHTERDINGEN;;;;Jussi;;M;NIKOLAUS-OTTO-STR. 13;DE_C3;RW;DE;;;;;
DE070692W;+49 711 93377797;;www.stuttgarter-autoforum.de;;;;info@stuttgarter-autoforum.de;DST;STUTTGARTER AUTOFORUM GMBH & CO. KG;4511;STUTTGART;;;;;;;ZABERGAEUSTR. 5;DE_C3;RW;DE;;;;;
DE073463W;+49 711 93194 50;;www.vitmo.de;;;;info@vitmo.de;DST;VITMO AUSFUEHRUNGS- UND HANDELS GMBH;4646;ESSLINGEN;;;;Andre Norman;;M;;DE_C3;RW;DE;;;;;
DE048590W;+49 711 90774570;;www.dck-med.de;;;;info@dck-med.de;DST;DCK MED GMBH;4646;FILDERSTADT;;;;Edwin;;M;;DE_C3;RW;DE;;;;;
DE050697W;+49 711 90738734;;www.elektro-emmer.de;;;;emmer-emmer@t-online.de;CON;EMMER GMBH;4322;STUTTGART;;;;Jaroslaw Stanislaw;;M;;DE_C3;RW;DE;;;;;
DE048020W;+49 711 90656080;;www.cq-gmbh.de;;;;info@cq-gmbh.de;DST;CQ GMBH;4669;FELLBACH;;;;Aurel;;M;;DE_C3;RW;DE;;;;;
DE070107W;+49 711 901430;;www.sotac.de;;;;info@sotac.de;DST;SOTAC COMPUTER GMBH;4651;STUTTGART;;;;Wu;;M;;DE_C3;RW;DE;;;;;
DE049929W;+49 711 896959 0;;www.ein-log.de;;;;ein-log@ein-log.de;DST;E & L KAELTETECHNIK GMBH;4669;STUTTGART;;;;Rolf;;M;SIEGLESTR. 33 D;DE_C3;RW;DE;;;;;
DE074406F;+49 711 859990;;;;;;info@winkler.de;DST;WINKLER TRUCK PARTS GMBH;4531;;;;;;;M;;DE_C3;RW;DE;;;;;
DE068942F;+49 711 833394;;;;;;;DST;SCHWARZ NATURSTEINE GMBH;4673;;;;;;;M;;DE_C3;RW;DE;;;;;
DE041516W;+49 711 8179505;;;;;;;DST;AB REIFENSERVICE E.K.;4532;STUTTGART;;;;Afrim;;M;;DE_C3;RW;DE;;;;;
DE046129F;+49 711 8110;;;;;;info.service@de.bosch.com;CON;BOSCH SICHERHEITSSYSTEME GMBH;4321;;Engaged in the manufacture of fire alarm detection and support systems, and fire alarm panels and accessories for security in banks [source: Bureau van Dijk];;;;;F;;DE_C3;RW;DE;;;;;
DE067727F;+49 711 811 0;;;;;;kontakt@bosch.de;PST;ROBERT BOSCH INDUSTRIETREUHAND KOMMANDITGESELLSCHAFT;7022;;Security systems provider [source: Bureau van Dijk];;;;;M;;DE_C3;RW;DE;;;;;
DE056725F;+49 711 8060980;;;;;;info@icongmbh.de;ICT;ICON SYSTEMHAUS GMBH;6209;;Engaged in the provision of information technology (IT) resourcing and consulting services [source: Bureau van Dijk];;;;;M;;DE_C3;RW;DE;;;;;
DE050591F;+49 711 806089 0;;;;;;info@elo.com;ICT;ELO DIGITAL OFFICE GMBH;6201;;Develops and sells high-performance products and solutions in the areas of electronic document management, digital archiving, workflow and web content management [source: Bureau van Dijk];;;;;M;;DE_C3;RW;DE;;;;;
DE041104W;+49 711 801043;;;;;;novkovic@t-online.de;DST;NAKWON MASCHINEN IMPORT-EXPORT GMBH;4666;STUTTGART;;;;Milan;;M;;DE_C3;RW;DE;;;;;
DE068015F;+49 711 800181 5;;;;;;;PST;RSW GMBH COMMERCE & CONSULT;7022;;;;;;;F;;DE_C3;RW;DE;;;;;
DE055845W;+49 711 797389 0;;www.hilco.de;;;;info@hilco.de;DST;HILCO TEXTILGESELLSCHAFT MIT BESCHRAENKTER HAFTUNG;4641;LEINFELDEN-ECHTERDINGEN;;;;Christian;;M;MAX-EYTH-STR. 3;DE_C3;RW;DE;;;;;
DE057165F;+49 711 79733260;;;;;;kontact@incovis.com;PST;INCOVIS AKTIENGESELLSCHAFT;7022;;;;;;;M;;DE_C3;RW;DE;;;;;
DE075334F;+49 711 78830;;;;;;spt@zueblin.de;CON;ZUEBLIN SPEZIALTIEFBAU GMBH;4120;;Involved in ground engineering and foundation work of all scopes both at home and abroad [source: Bureau van Dijk];;;;;M;;DE_C3;RW;DE;;;;;
DE075074F;+49 711 78830;;;;;;;CON;Z.P.C. DEUTSCHLAND GMBH;4399;;;;;;;M;;DE_C3;RW;DE;;;;;
DE067551F;+49 711 7873 0;;;;;;info@rib-software.com;ICT;RIB SOFTWARE SE;6209;;The company provides computer software solutions related construction services.;;;;;M;;DE_C3;RW;DE;;;;;
DE057529W;+49 711 780039 2;;www.intermetric.de;;;;info@intermetric.de;PST;INTERMETRIC GES. FUER INGENIEURMESSUNG U. RAUMBEZOGENE;7112;STUTTGART;;;;Markus;;M;INDUSTRIESTR. 24;DE_C3;RW;DE;;;;;
DE041193W;+49 711 761660;;www.21stores.eu;;;;;DST;21STORES GMBH;4670;STUTTGART;;;;Stefan;;M;;DE_C3;RW;DE;;;;;
DE043419W;+49 711 742099;;;;;;;ICT;ARIANA GMBH;6209;STUTTGART;;;;Helmut;;M;;DE_C3;RW;DE;;;;;
DE041907W;+49 711 72842 0;;www.aeb.com;;;;info.de@aeb.com;ICT;AEB SE;6209;STUTTGART;;;;Thomas;;M;SIGMARINGER STR. 109;DE_C3;RW;DE;;;;;
DE074666F;+49 711 72256215;;;;;;boehm@wtpartnership.com;PST;WT PARTNERSHIP GERMANY GMBH;7112;;;;;;;M;;DE_C3;RW;DE;;;;;
DE051455W;+49 711 6998890;;eurotrade-asia.com;;;;info@eurotrade-asia.com;DST;EUROTRADE ASIA GMBH;4641;STUTTGART;;;;Paul;;M;SCHWIEBERDINGER STR. 58;DE_C3;RW;DE;;;;;
DE042429W;+49 711 6749306;;www.alemgmbh.de;;;;info@alemgmbh.de;DST;ALEM LEBENSMITTEL EINZEL- & GROSSHANDELS GMBH;4638;STUTTGART;;;;Buenyamin;;M;LANGWIESENWEG 30;DE_C3;RW;DE;;;;;
DE042955F;+49 711 6729122;;;;;;info@amorphsys.com;ICT;AMORPH SYSTEMS GMBH;6201;;;;;;;M;;DE_C3;RW;DE;;;;;
DE071982W;+49 711 65854755;;toker-trading.de;;;;info@toker-trading.de;DST;TOKER TRADING GMBH;4652;FELLBACH;;;;Ibrahim;;M;;DE_C3;RW;DE;;;;;
DE073847W;+49 711 6583770;;www.watchdeal.de;;;;wathces@watchdeal.de;DST;WATCHDEAL KG;4648;STUTTGART;;;;Bodo;;M;;DE_C3;RW;DE;;;;;
DE045428W;+49 711 638255;;www.bertolina.de;;;;iliev@bertolina.de;DST;BERTOLINA-GMBH IMPORT-EXPORT VON TECHNISCHEN INDUSTRIEERZEUGNISSEN;4669;STUTTGART;;;;Albert;;M;;DE_C3;RW;DE;;;;;
DE055470F;+49 711 5854 0;;;;;;info@heine-beisswenger.de;DST;HEINE + BEISSWENGER STIFTUNG + CO. KG;4672;;Specializes in supplying non-ferrous metals, plain carbon steel, alloyed steel, stainless steel, rolled steel springs, steel wires, tubes and piston rods for locksmiths, automobile sector and shipbuilding corporations [source: Bureau van Dijk];;;;;M;;DE_C3;RW;DE;;;;;
DE042841W;+49 711 58520873;;www.am-trade.de;;;;info@am-trade.de;DST;AM TRADE GMBH;4511;FELLBACH;;;;Amar;;M;;DE_C3;RW;DE;;;;;
DE061729W;+49 711 584042;;www.martin-winkler.de;;;;info@martin-winkler.de;DST;MARTIN WINKLER GMBH;4690;FELLBACH;;;;Martin;;M;;DE_C3;RW;DE;;;;;
DE045709F;+49 711 57532 00;;;;;;info@biosyn.de;DST;BIOSYN ARZNEIMITTEL GMBH;4646;;Engaged in the production and distribution of pharmaceutical products in Germany [source: Bureau van Dijk];;;;;M;;DE_C3;RW;DE;;;;;
DE047227W;+49 711 55380 20;;www.abramo.de;;;;info@abramo.de;DST;CHAIM ABRAMOWICZ;4648;STUTTGART;;;;Emanuel David;;M;;DE_C3;RW;DE;;;;;
DE068991W;+49 711 500782 30;;www.diashop24.com;;;;info@diashop24.com;DST;SCREEN MARKETING E.K.;4646;STUTTGART;;;;Vitali;;M;;DE_C3;RW;DE;;;;;
DE054961W;+49 711 4860430 10;;www.hantat-lebensmittel.de;;;;info@hantat-lebensmittel.de;DST;HAN GMBH;4638;STUTTGART;;;;Sah Ismail;;M;LANGWIESENWEG 30;DE_C3;RW;DE;;;;;
DE059756W;+49 711 440808 88;;;;;;thorsten.schanz@schanz-papier.de;DST;KRETZSCHMAR PAPIER GMBH GROSSHANDEL IMPORT - EXPORT;4649;FILDERSTADT;;;;Thorsten;;M;;DE_C3;RW;DE;;;;;
DE063566F;+49 711 38930089;;;;;;info@mussler-beauty.de;DST;MUSSLER GMBH;4775;;Engaged in the operation of beauty salons, tanning studios and trade in perfumes, toiletries and photo supplies, accessories and lingerie as well as trade in health products [source: Bureau van Dijk];;;;;M;;DE_C3;RW;DE;;;;;
DE058933E;+49 711 3480250;;;;;;info@arno.de;DST;KARL-HEINZ ARNOLD GMBH;4674;;Metal-cutting production engineering [source: Bureau van Dijk];113;;;;M;;DE_C3;RW;DE;;;;;
DE047383F;+49 711 305020;;;;;;fischer@kaeltefischer.de;DST;CHRISTOF FISCHER GMBH;4674;;Engaged in the manufacture and supply of technical supply products for cooling, air-conditioning and heating pump facilities [source: Bureau van Dijk];;;;;M;;DE_C3;RW;DE;;;;;
DE057597E;+49 711 273110;;;;;;germany@intertek.com;PST;INTERTEK DEUTSCHLAND GMBH;7120;;Engaged in the provision of technical testing and analysis [source: Bureau van Dijk];137;;;;F;;DE_C3;RW;DE;;;;;
DE048488E;+49 711 27300 0;;;;;;ellen.wolf@3ds.com;DST;DASSAULT SYSTEMES DEUTSCHLAND GMBH;4651;;Engaged in the provision of digital manufacturing solutions to streamline manufacturing processes [source: Bureau van Dijk];690;;;;M;;DE_C3;RW;DE;;;;;
DE042985F;+49 711 268998224;;;;;;info@amvsglobal.com;ICT;AMVS GLOBAL GMBH;6202;;;;;;;M;;DE_C3;RW;DE;;;;;
DE060860W;+49 711 258801;;www.longus.de;;;;info@longus.de;DST;LONGUS GMBH;4669;STUTTGART;;;;Matthias;;M;NORDBAHNHOFSTR. 31;DE_C3;RW;DE;;;;;
DE051879F;+49 711 22023 80;;;;;;info@0039italy.com;DST;FASHION DIRECT GMBH;4616;;Engaged in the wholesale distribution of clothing apparels [source: Bureau van Dijk];;;;;M;;DE_C3;RW;DE;;;;;
DE072604E;+49 711 215777 0;;;;;;info@twt-gmbh.de;ICT;TWT GMBH SCIENCE & INNOVATION;6209;;Innovative company which provides engineering and IT consultancy and services [source: Bureau van Dijk];280;;;;M;;DE_C3;RW;DE;;;;;
DE062417F;+49 711 184230;;;;;;info@mercedes-benz.io;ICT;MERCEDES-BENZ.IO GMBH;6202;;Engaged in providing computer related services [source: Bureau van Dijk];;;;;F;;DE_C3;RW;DE;;;;;
DE053347F;+49 711 16865 0;;;;;;info@gemuesering.de;DST;GEMUESERING STUTTGART GMBH;4631;;Operates as a greenhouse producer. It is engaged in the wholesale trade and distribution of fruits and vegetables and other related products [source: Bureau van Dijk];;;;;M;;DE_C3;RW;DE;;;;;
DE053144W;+49 711 168610;;www.garmo.de;;;;info@garmo.de;DST;GARMO AG;4633;STUTTGART;;;;Michael;;M;ULMER STR. 191;DE_C3;RW;DE;;;;;
DE066028F;+49 711 16756 0;;;;;;software@planat.de;ICT;PLANAT GMBH;6209;;;;;;;M;;DE_C3;RW;DE;;;;;
DE066793F;+49 711 1381830;;;;;;info@qasystems.de;ICT;QA SYSTEMS GMBH;6201;;Automated static and dynamic testing software developer [source: Bureau van Dijk];;;;;F;;DE_C3;RW;DE;;;;;
DE058885F;+49 711 12897000;;;;;;support@karatbars.com;DST;KARATBARS INTERNATIONAL GMBH;4648;;Engaged in the wholesale trade of jewelry products [source: Bureau van Dijk];;;;;M;;DE_C3;RW;DE;;;;;
DE061383W;+49 711 123710;;www.magnetimarelli.com;;;;;PST;MAGNETI MARELLI GMBH;7112;STUTTGART;;;;Frank;;M;WALDBURGSTR. 21;DE_C3;RW;DE;;;;;
DE074607W;+49 711 12040845;;www.worldaurum.de;;;;kontakt@worldaurum.de;DST;WORLD AURUM AG;4618;STUTTGART;;;;Thomas;;M;;DE_C3;RW;DE;;;;;
DE065602W;+49 7084 927352 1;;www.pbs-worldwide.de;;;;info@pbs-worldwide.de;DST;PB SOLUTIONS GMBH;4690;SCHOEMBERG;;;;Robert;;M;TALSTR. 74;DE_C3;RW;DE;;;;;
DE044893W;+49 7082 944470;;www.bauschwede.de;;;;info@bauschwede.de;DST;BAU-SCHWEDE GMBH;4613;ENGELSBRAND;;;;Britta;;F;;DE_C3;RW;DE;;;;;
DE058889E;+49 7082 9254 0;;;;;;info@karcher-products.de;DST;KARCHER AG;4643;;Engaged in the production and distribution of consumer electronics, household products and vehicles [source: Bureau van Dijk];105;;;;M;;DE_C3;RW;DE;;;;;
DE060578W;+49 7082 60888;;;;;;;DST;LIFE DESIGN INSTITUTE COMPUTECH GMBH;4651;STRAUBENHARDT;;;;Rainbow;;M;;DE_C3;RW;DE;;;;;
DE050262W;+49 7082 414141;;www.edv-werbeartikel.de;;;;info@edv-werbeartikel.de;PST;EDV-WERBEARTIKEL.DE GMBH;7311;STRAUBENHARDT;;;;Roger;;M;;DE_C3;RW;DE;;;;;
DE043941W;+49 7072 9229229;;www.auswucht-welt.de;;;;info@auswuchtwelt.de;DST;AUSWUCHTWELT LTD. & CO. KG;4530;GOMARINGEN;;;;;;;BAHNHOFSTR. 35;DE_C3;RW;DE;;;;;
DE071619W;+49 7072 1329976;;www.thebestbrands.de;;;;info@thebestbrands.de;DST;THE BEST BRANDS GMBH;4634;GOMARINGEN;;;;Armin Michael;;M;;DE_C3;RW;DE;;;;;
DE071275E;+49 7071 9492760;;;;;;info@tdmsystems.com;ICT;TDM SYSTEMS GMBH;6201;;Engaged in provision of data management software for tools and production resources [source: Bureau van Dijk];90;;;;M;;DE_C3;RW;DE;;;;;
DE045496E;+49 7071 706170;;;;;;info@beton-kemmler.de;DST;BETON KEMMLER GMBH;4673;;Manufacture and wholesale distribution of a wide range of building materials [source: Bureau van Dijk];379;;;;M;;DE_C3;RW;DE;;;;;
DE063858F;+49 7071 6392205;;;;;;;PST;NCB NEO-CROSS-BRUNO SYSTEM GMBH;7022;;;;;;;M;;DE_C3;RW;DE;;;;;
DE070998F;+49 7071 4078560;;;;;;info@syss.de;ICT;SYSS GMBH;6201;;Engaged in computer processing, data preparation and processing services [source: Bureau van Dijk];;;;;M;;DE_C3;RW;DE;;;;;
DE070673W;+49 7062 9792350;;www.stuco.com;;;;info@stuco.com;DST;STUCO GMBH;4642;ILSFELD;;;;Joerg;;M;;DE_C3;RW;DE;;;;;
DE068230W;+49 7062 8102;;;;;;;DST;S.G.S. AUTOMOBILE GMBH;4510;OBERSTENFELD;;;;Menderes;;M;;DE_C3;RW;DE;;;;;
DE065450W;+49 7044 92140;;www.paragon.to;;;;office@paragon.to;DST;PARAGON UHREN - VERTRIEBS - GMBH;4648;WIMSHEIM;;;;Gert Friedrich;;M;MAYBACHSTR. 6;DE_C3;RW;DE;;;;;
DE051968W;+49 7044 9158060;;www.fehlmann.com;;;;mail@fehlmann.com;DST;FEHLMANN GMBH;4669;WALDSHUT-TIENGEN;;;;Juergen;;M;;DE_C3;RW;DE;;;;;
DE049990F;+49 7044 901880;;;;;;beratung@ziegler-metall.de;DST;E. ZIEGLER METALLBEARBEITUNG GMBH;4791;;Engaged in the manufacture of metal structures and parts of structure [source: Bureau van Dijk];;;;;M;;DE_C3;RW;DE;;;;;
DE067481F;+49 7043 9227 0;;;;;;rexim@rexim.de;DST;REXIM WERKZEUG GMBH;4615;;;;;;;M;;DE_C3;RW;DE;;;;;
DE068733F;+49 7042 9535 0;;;;;;info@schickgruppe.de;DST;SCHICK GMBH + CO. KG;4671;;Engaged in the wholesale distribution of petroleum and petroleum products [source: Bureau van Dijk];;;;;;;DE_C3;RW;DE;;;;;
DE051598W;+49 7042 8213 0;;www.cormulder.de;;;;info@cormulder.de;DST;EXOTICA COR MULDER GMBH;4649;VAIHINGEN;;;;Cornelis;;M;REUTWIESENSTR. 45;DE_C3;RW;DE;;;;;
DE041854W;+49 7041 95150;;www.muenchinger-holz.de;;;;info@muenchinger-holz.de;DST;ADOLF MUENCHINGER HOLZ-IMPORT-EXPORT GMBH & CO KG;4673;OETISHEIM;;;;Oliver;;M;SCHLATTSTR. 19;DE_C3;RW;DE;;;;;
DE048029F;+49 7041 8040;;;;;;albert.craiss@craiss.com;PST;CRAISS LOGISTIK GMBH;7022;;;;;;;M;;DE_C3;RW;DE;;;;;
DE074458W;+49 7041 2265;;www.kg-energetik.de;;;;;PST;WIST KG;7022;MUEHLACKER;;;;Norbert;;M;;DE_C3;RW;DE;;;;;
DE047421W;+49 7034 252330;;www.ciloglu.de;;;;info@ciloglu.de;DST;CILOGLU HANDELS GMBH;4636;GAERTRINGEN;;;;Harun;;M;DIESELSTR. 5;DE_C3;RW;DE;;;;;
DE045178W;+49 7034 23780;;www.beer-audio.de;;;;beer.gmbh@t-online.de;DST;BEER GMBH;4643;GAERTRINGEN;;;;Rudolf;;M;;DE_C3;RW;DE;;;;;
DE059661W;+49 7033 520611;;www.kosmos-export-import.de;;;;info@kosmos-export-import.de;DST;KOSMOS EXPORT-IMPORT GMBH;4690;WEIL DER STADT;;;;Elina;;F;KAPUZINERBERG 17;DE_C3;RW;DE;;;;;
DE042797W;+49 7033 468900;;www.altmann-magstadt.com;;;;info@altmann-magstadt.com;DST;ALTMANN GRAPHISCHE MASCHINEN GMBH;4669;WEIL DER STADT;;;;Peter;;M;;DE_C3;RW;DE;;;;;
DE052358W;+49 7033 32456;;;;;;info@florigard.de;DST;FLORIGARD WOLFGANG HAMP;4690;WEIL DER STADT;;;;Wolfgang;;M;;DE_C3;RW;DE;;;;;
DE059727F;+49 7033 30420;;;;;;projekt@de.krannich-solar.de;CON;KRANNICH SOLAR PROJEKT GMBH;4321;;Engaged in the wholesale distribution of photovoltaic products and solar modules to PV installers [source: Bureau van Dijk];;;;;M;;DE_C3;RW;DE;;;;;
DE041620W;+49 7033 30420;;uk.krannich-solar.com;;;;;DST;ABVARION GMBH;4614;WEIL DER STADT;;;;Kurt Thomas;;M;HEIMSHEIMER STR. 65 /1;DE_C3;RW;DE;;;;;
DE059725W;+49 7033 30420;;;;;;;DST;KRANNICH SOLAR EUROPA GMBH;4669;WEIL DER STADT;;;;Kurt Thomas;;M;;DE_C3;RW;DE;;;;;
DE055236F;+49 7032 976800;;;;;;buchhaltung@hartnagel-handel.de;DST;HARTNAGEL HANDELS GMBH;4647;;Engaged in the wholesale distribution of furniture [source: Bureau van Dijk];;;;;F;;DE_C3;RW;DE;;;;;
DE063151E;+49 7032 91780;;;;;;info@monolith-gruppe.com;DST;MONOLITH SUED GMBH;4638;;Engaged in the field of egg marking technology [source: Bureau van Dijk];104;;;;M;;DE_C3;RW;DE;;;;;
DE064824E;+49 7032 9154 0;;;;;;kontakt@omega-pharma.de;DST;OMEGA PHARMA DEUTSCHLAND GMBH;4646;;Engaged in the manufacture and distribution of pharmaceutical products [source: Bureau van Dijk];99;;;;M;;DE_C3;RW;DE;;;;;
DE074747W;+49 7032 320900;;www.xalino.de;;;;info@xalino.de;ICT;XALINO GMBH;6200;HERRENBERG;;;;Dominik;;M;MARIE-CURIE-STR. 4;DE_C3;RW;DE;;;;;
DE055546F;+49 7032 2292100;;;;;;info@helix.de;ICT;HELIX SOFTWARE + SUPPORT GMBH;6203;;;;;;;M;;DE_C3;RW;DE;;;;;
DE062911W;+49 7031 76980;;www.mitsubishielectric.com/bu/automotive/global/europe;;;;;CON;MITSUBISHI ELECTRIC AUTOMOTIVE EUROPE B.V. NIEDERLASSUNG DEUTSCHLAND;4321;SINDELFINGEN;;;;Eiji;;M;TILSITER STR. 3;DE_C3;RW;DE;;;;;
DE061362W;+49 7031 7152892;;www.mag-germany.com;;;;info@mag-germany.com;DST;MAG GERMANY AUTOMOTIVE GMBH;4531;ALTDORF;;;;Goeksu;;F;WEILEMER WEG 20;DE_C3;RW;DE;;;;;
DE042764E;+49 7031 6208 0;;;;;;information@altair.de;ICT;ALTAIR ENGINEERING GMBH;6201;;Engaged in the development and application of simulation technology to synthesize and optimize designs, processes, and decisions for its clients [source: Bureau van Dijk];179;;;;M;;DE_C3;RW;DE;;;;;
DE073710W;+49 7031 605622;;www.wacker-gmbh.de;;;;info@wacker-gmbh.de;DST;WACKER GEMUESE UND OBSTVERTRIEBS GMBH;4631;HOLZGERLINGEN;;;;Michael;;M;RICHTHOFENSTR. 5;DE_C3;RW;DE;;;;;
DE054273W;+49 7031 4383845;;;;;;;DST;GREEN T. GMBH;4649;SINDELFINGEN;;;;Marc Joachim;;M;ZIEGELSTR. 5;DE_C3;RW;DE;;;;;
DE069740W;+49 7031 223911;;www.siwa-qs.de;;;;;PST;SIWA GMBH;7112;BOEBLINGEN;;;;Sibylle;;F;;DE_C3;RW;DE;;;;;
DE066272W;+49 7024 40911 0;;www.powrx.de;;;;info@powrx.de;DST;POWRX GMBH;4649;KOENGEN;;;;Klaus;;M;ROBERT-BOSCH-STR. 7;DE_C3;RW;DE;;;;;
DE051096W;+49 7024 405980;;;;;;;DST;ESYSTEMS MTG GMBH;4614;WENDLINGEN;;;;Jochen;;M;;DE_C3;RW;DE;;;;;
DE055556F;+49 7022 770;;;;;;info@heller-services.com;DST;HELLER SERVICES GMBH;4614;;Engaged in the wholesale distribution a range of industrial machinery and equipment [source: Bureau van Dijk];;;;;M;;DE_C3;RW;DE;;;;;
